disease_id	external_id	source	url	name
DISEASE:12120	96123	Orphanet	https://www.orpha.net/en/disease/detail/96123	Monosomy 22
DISEASE:12127	96097	Orphanet	https://www.orpha.net/en/disease/detail/96097	Distal duplication 5q
DISEASE:12134	96095	Orphanet	https://www.orpha.net/en/disease/detail/96095	3q26 microduplication syndrome
DISEASE:12135	96092	Orphanet	https://www.orpha.net/en/disease/detail/96092	8p inverted duplication/deletion syndrome
DISEASE:12136	96072	Orphanet	https://www.orpha.net/en/disease/detail/96072	4p16.3 microduplication syndrome
DISEASE:12137	96074	Orphanet	https://www.orpha.net/en/disease/detail/96074	Distal duplication 7p
DISEASE:12138	96076	Orphanet	https://www.orpha.net/en/disease/detail/96076	Beckwith-Wiedemann syndrome due to 11p15 microduplication
DISEASE:12140	96069	Orphanet	https://www.orpha.net/en/disease/detail/96069	Distal duplication 1p36
DISEASE:12141	96068	Orphanet	https://www.orpha.net/en/disease/detail/96068	Mosaic trisomy 22
DISEASE:12142	96071	Orphanet	https://www.orpha.net/en/disease/detail/96071	Distal duplication 3p
DISEASE:12143	96070	Orphanet	https://www.orpha.net/en/disease/detail/96070	Distal duplication 2p
DISEASE:12146	96061	Orphanet	https://www.orpha.net/en/disease/detail/96061	Mosaic trisomy 8
DISEASE:12148	95717	Orphanet	https://www.orpha.net/en/disease/detail/95717	Idiopathic congenital hypothyroidism
DISEASE:12149	95718	Orphanet	https://www.orpha.net/en/disease/detail/95718	Congenital thyroid malformation without hypothyroidism
DISEASE:12150	95719	Orphanet	https://www.orpha.net/en/disease/detail/95719	Thyroid hemiagenesis
DISEASE:12151	95720	Orphanet	https://www.orpha.net/en/disease/detail/95720	Thyroid hypoplasia
DISEASE:12152	95721	Orphanet	https://www.orpha.net/en/disease/detail/95721	 Thyroid pyramidal lobe
DISEASE:12162	93555	Orphanet	https://www.orpha.net/en/disease/detail/93555	Mixed cryoglobulinemia type III
DISEASE:12165	597939	Orphanet	https://www.orpha.net/en/disease/detail/597939	Euthyroid dysprealbuminemic hyperthyroxinemia
DISEASE:12166	93556	Orphanet	https://www.orpha.net/en/disease/detail/93556	Heavy chain deposition disease
DISEASE:12167	597743	Orphanet	https://www.orpha.net/en/disease/detail/597743	SETD2-related microcephaly-severe intellectual disability-multiple congenital anomalies syndrome
DISEASE:12168	93551	Orphanet	https://www.orpha.net/en/disease/detail/93551	 Secondary glomerular disease
DISEASE:12172	93552	Orphanet	https://www.orpha.net/en/disease/detail/93552	Pediatric systemic lupus erythematosus
DISEASE:12175	598216	Orphanet	https://www.orpha.net/en/disease/detail/598216	Upper tract urothelial carcinoma
DISEASE:12178	598363	Orphanet	https://www.orpha.net/en/disease/detail/598363	Multisystem inflammatory syndrome in children and adults
DISEASE:12180	93559	Orphanet	https://www.orpha.net/en/disease/detail/93559	C3 deposition glomerulonephritis without proliferation
DISEASE:12182	93560	Orphanet	https://www.orpha.net/en/disease/detail/93560	AApoAI amyloidosis
DISEASE:12193	93445	Orphanet	https://www.orpha.net/en/disease/detail/93445	 Bone disease with increased bone density and metaphyseal or diaphyseal involvement
DISEASE:12194	93444	Orphanet	https://www.orpha.net/en/disease/detail/93444	Primary bone dysplasia with increased bone density
DISEASE:12195	93443	Orphanet	https://www.orpha.net/en/disease/detail/93443	Neonatal osteosclerotic dysplasia
DISEASE:12198	93455	Orphanet	https://www.orpha.net/en/disease/detail/93455	Patellar dysostosis
DISEASE:12201	93452	Orphanet	https://www.orpha.net/en/disease/detail/93452	 Craniosynostosis syndrome or cranial ossification disease
DISEASE:12202	93451	Orphanet	https://www.orpha.net/en/disease/detail/93451	Cleidocranial dysplasia and isolated cranial ossification defect
DISEASE:12203	93450	Orphanet	https://www.orpha.net/en/disease/detail/93450	Primary bone dysplasia with disorganized development of skeletal components
DISEASE:12204	93449	Orphanet	https://www.orpha.net/en/disease/detail/93449	Primary osteolysis
DISEASE:12205	93465	Orphanet	https://www.orpha.net/en/disease/detail/93465	Lethal chondrodysplasia
DISEASE:12208	93460	Orphanet	https://www.orpha.net/en/disease/detail/93460	Overgrowth syndrome
DISEASE:12209	93457	Orphanet	https://www.orpha.net/en/disease/detail/93457	Non-syndromic limb reduction defect
DISEASE:12210	93458	Orphanet	https://www.orpha.net/en/disease/detail/93458	Non-syndromic polydactyly, syndactyly and/or hyperphalangy
DISEASE:12211	93474	Orphanet	https://www.orpha.net/en/disease/detail/93474	Scheie syndrome
DISEASE:12212	93476	Orphanet	https://www.orpha.net/en/disease/detail/93476	Hurler-Scheie syndrome
DISEASE:12213	93472	Orphanet	https://www.orpha.net/en/disease/detail/93472	 Dysmorphic syndrome associated with bone anomaly
DISEASE:12214	93473	Orphanet	https://www.orpha.net/en/disease/detail/93473	Hurler syndrome
DISEASE:12215	93470	Orphanet	https://www.orpha.net/en/disease/detail/93470	 Dysharmonic micromelia
DISEASE:12218	93469	Orphanet	https://www.orpha.net/en/disease/detail/93469	 Harmonic micromelia
DISEASE:12219	93399	Orphanet	https://www.orpha.net/en/disease/detail/93399	Juvenile sialidosis type 2
DISEASE:12220	93398	Orphanet	https://www.orpha.net/en/disease/detail/93398	Genochondromatosis type 2
DISEASE:12221	93400	Orphanet	https://www.orpha.net/en/disease/detail/93400	Congenital sialidosis type 2
DISEASE:12222	599373	Orphanet	https://www.orpha.net/en/disease/detail/599373	STXBP1-related encephalopathy
DISEASE:12223	93403	Orphanet	https://www.orpha.net/en/disease/detail/93403	Syndactyly type 2
DISEASE:12225	93402	Orphanet	https://www.orpha.net/en/disease/detail/93402	Syndactyly type 1
DISEASE:12226	93405	Orphanet	https://www.orpha.net/en/disease/detail/93405	Syndactyly type 4
DISEASE:12227	599418	Orphanet	https://www.orpha.net/en/disease/detail/599418	Hereditary angioedema with normal C1Inh not related to F12 or PLG variant
DISEASE:12228	93404	Orphanet	https://www.orpha.net/en/disease/detail/93404	Syndactyly type 3
DISEASE:12231	93406	Orphanet	https://www.orpha.net/en/disease/detail/93406	Syndactyly type 5
DISEASE:12233	93409	Orphanet	https://www.orpha.net/en/disease/detail/93409	Brachydactyly-syndactyly, Zhao type
DISEASE:12241	93420	Orphanet	https://www.orpha.net/en/disease/detail/93420	FGFR3-related chondrodysplasia
DISEASE:12242	599579	Orphanet	https://www.orpha.net/en/disease/detail/599579	Factor V Amsterdam bleeding disorder
DISEASE:12245	93424	Orphanet	https://www.orpha.net/en/disease/detail/93424	 Perlecan-related bone disorder
DISEASE:12246	93425	Orphanet	https://www.orpha.net/en/disease/detail/93425	Filamin-related bone disorder
DISEASE:12247	93426	Orphanet	https://www.orpha.net/en/disease/detail/93426	Ciliopathies with major skeletal involvement
DISEASE:12248	93427	Orphanet	https://www.orpha.net/en/disease/detail/93427	 Metatropic dysplasias
DISEASE:12249	93429	Orphanet	https://www.orpha.net/en/disease/detail/93429	Multiple epiphyseal dysplasia and pseudoachondroplasia
DISEASE:12253	93436	Orphanet	https://www.orpha.net/en/disease/detail/93436	Acromelic dysplasia
DISEASE:12254	93437	Orphanet	https://www.orpha.net/en/disease/detail/93437	Acromesomelic dysplasia
DISEASE:12256	93439	Orphanet	https://www.orpha.net/en/disease/detail/93439	Campomelic dysplasia and related disorders
DISEASE:12257	93440	Orphanet	https://www.orpha.net/en/disease/detail/93440	Slender bone dysplasia
DISEASE:12258	93360	Orphanet	https://www.orpha.net/en/disease/detail/93360	Spondyloepimetaphyseal dysplasia with joint laxity, leptodactylic type
DISEASE:12260	93358	Orphanet	https://www.orpha.net/en/disease/detail/93358	Spondylometaepiphyseal dysplasia, short Limb-Hand type
DISEASE:12261	93357	Orphanet	https://www.orpha.net/en/disease/detail/93357	SPONASTRIME dysplasia
DISEASE:12262	93365	Orphanet	https://www.orpha.net/en/disease/detail/93365	 CINCA syndrome with NLRP3 mutations
DISEASE:12267	93383	Orphanet	https://www.orpha.net/en/disease/detail/93383	Brachydactyly type B
DISEASE:12268	93387	Orphanet	https://www.orpha.net/en/disease/detail/93387	Brachydactyly type E
DISEASE:12269	93388	Orphanet	https://www.orpha.net/en/disease/detail/93388	Brachydactyly type A1
DISEASE:12270	93384	Orphanet	https://www.orpha.net/en/disease/detail/93384	Brachydactyly type C
DISEASE:12274	93396	Orphanet	https://www.orpha.net/en/disease/detail/93396	Brachydactyly type A2
DISEASE:12275	93397	Orphanet	https://www.orpha.net/en/disease/detail/93397	Brachydactyly type A7
DISEASE:12276	93394	Orphanet	https://www.orpha.net/en/disease/detail/93394	Brachydactyly type A4
DISEASE:12279	93969	Orphanet	https://www.orpha.net/en/disease/detail/93969	Open spinal dysraphism with a myelomeningocele
DISEASE:12282	93963	Orphanet	https://www.orpha.net/en/disease/detail/93963	 Autosomal dominant focal dystonia
DISEASE:12283	595351	Orphanet	https://www.orpha.net/en/disease/detail/595351	Epidermolysis bullosa simplex with extracutaneous involvement
DISEASE:12285	595346	Orphanet	https://www.orpha.net/en/disease/detail/595346	Epidermolysis bullosa simplex without extracutaneous involvement
DISEASE:12286	93958	Orphanet	https://www.orpha.net/en/disease/detail/93958	Oromandibular dystonia
DISEASE:12292	94059	Orphanet	https://www.orpha.net/en/disease/detail/94059	Uremic pruritus
DISEASE:12294	94061	Orphanet	https://www.orpha.net/en/disease/detail/94061	 Macrocephaly-immune deficiency-anemia syndrome
DISEASE:12303	93932	Orphanet	https://www.orpha.net/en/disease/detail/93932	FG syndrome type 1
DISEASE:12304	93928	Orphanet	https://www.orpha.net/en/disease/detail/93928	Isolated epispadias
DISEASE:12305	93929	Orphanet	https://www.orpha.net/en/disease/detail/93929	Cloacal exstrophy
DISEASE:12306	93926	Orphanet	https://www.orpha.net/en/disease/detail/93926	Midline interhemispheric variant of holoprosencephaly
DISEASE:12307	93924	Orphanet	https://www.orpha.net/en/disease/detail/93924	Lobar holoprosencephaly
DISEASE:12308	93925	Orphanet	https://www.orpha.net/en/disease/detail/93925	Alobar holoprosencephaly
DISEASE:12309	93921	Orphanet	https://www.orpha.net/en/disease/detail/93921	Full schwannomatosis
DISEASE:12311	93952	Orphanet	https://www.orpha.net/en/disease/detail/93952	X-linked intellectual disability, Hedera type
DISEASE:12315	93950	Orphanet	https://www.orpha.net/en/disease/detail/93950	X-linked intellectual disability, Sutherland-Haan type
DISEASE:12317	93947	Orphanet	https://www.orpha.net/en/disease/detail/93947	X-linked intellectual disability, Golabi-Ito-Hall type
DISEASE:12319	93946	Orphanet	https://www.orpha.net/en/disease/detail/93946	Hamel cerebro-palato-cardiac syndrome
DISEASE:12320	93945	Orphanet	https://www.orpha.net/en/disease/detail/93945	X-linked intellectual disability, Porteous type
DISEASE:12324	93941	Orphanet	https://www.orpha.net/en/disease/detail/93941	Laryngotracheoesophageal cleft type 4
DISEASE:12332	93616	Orphanet	https://www.orpha.net/en/disease/detail/93616	Hemoglobin H disease
DISEASE:12335	93622	Orphanet	https://www.orpha.net/en/disease/detail/93622	Dent disease 1
DISEASE:12336	93623	Orphanet	https://www.orpha.net/en/disease/detail/93623	Dent disease 2
DISEASE:12338	93672	Orphanet	https://www.orpha.net/en/disease/detail/93672	Juvenile dermatomyositis
DISEASE:12344	93592	Orphanet	https://www.orpha.net/en/disease/detail/93592	Nephronophthisis 1
DISEASE:12348	93598	Orphanet	https://www.orpha.net/en/disease/detail/93598	Primary hyperoxaluria type 1
DISEASE:12356	93583	Orphanet	https://www.orpha.net/en/disease/detail/93583	Thrombotic thrombocytopenic purpura, hereditary
DISEASE:12364	93607	Orphanet	https://www.orpha.net/en/disease/detail/93607	Renal tubular acidosis, proximal, with ocular abnormalities and mentalretardation
DISEASE:12370	93611	Orphanet	https://www.orpha.net/en/disease/detail/93611	Renal tubular acidosis, distal, with progressive nerve deafness
DISEASE:12371	93602	Orphanet	https://www.orpha.net/en/disease/detail/93602	Xanthinuria, type II
DISEASE:12372	93601	Orphanet	https://www.orpha.net/en/disease/detail/93601	Xanthinuria, type I
DISEASE:12374	93600	Orphanet	https://www.orpha.net/en/disease/detail/93600	Primary hyperoxaluria type 3
DISEASE:12375	93599	Orphanet	https://www.orpha.net/en/disease/detail/93599	Primary hyperoxaluria type 2
DISEASE:12376	93606	Orphanet	https://www.orpha.net/en/disease/detail/93606	Nephrogenic syndrome of inappropriate antidiuresis
DISEASE:12378	93605	Orphanet	https://www.orpha.net/en/disease/detail/93605	Bartter syndrome, type 3
DISEASE:12382	99094	Orphanet	https://www.orpha.net/en/disease/detail/99094	Laubry-Pezzi syndrome
DISEASE:12407	99125	Orphanet	https://www.orpha.net/en/disease/detail/99125	Congenital total pulmonary venous return anomaly
DISEASE:12425	99106	Orphanet	https://www.orpha.net/en/disease/detail/99106	Atrial septal defect, ostium primum type
DISEASE:12426	99105	Orphanet	https://www.orpha.net/en/disease/detail/99105	Atrial septal defect, sinus venosus type
DISEASE:12427	99104	Orphanet	https://www.orpha.net/en/disease/detail/99104	Atrial septal defect, coronary sinus type
DISEASE:12428	99103	Orphanet	https://www.orpha.net/en/disease/detail/99103	Atrial septal defect, ostium secundum type
DISEASE:12436	99095	Orphanet	https://www.orpha.net/en/disease/detail/99095	Congenital Gerbode defect
DISEASE:12440	99147	Orphanet	https://www.orpha.net/en/disease/detail/99147	Acquired von Willebrand syndrome
DISEASE:12458	99329	Orphanet	https://www.orpha.net/en/disease/detail/99329	48,XYYY syndrome
DISEASE:12459	99330	Orphanet	https://www.orpha.net/en/disease/detail/99330	49,XYYYY syndrome
DISEASE:12460	99228	Orphanet	https://www.orpha.net/en/disease/detail/99228	Mosaic monosomy X
DISEASE:12462	99361	Orphanet	https://www.orpha.net/en/disease/detail/99361	Thyroid carcinoma, familial medullary
DISEASE:12465	99226	Orphanet	https://www.orpha.net/en/disease/detail/99226	Monosomy X
DISEASE:12472	99657	Orphanet	https://www.orpha.net/en/disease/detail/99657	Primary dystonia, DYT2 type
DISEASE:12480	99429	Orphanet	https://www.orpha.net/en/disease/detail/99429	Complete androgen insensitivity syndrome
DISEASE:12481	99642	Orphanet	https://www.orpha.net/en/disease/detail/99642	Spondyloepimetaphyseal dysplasia, Handigodu type
DISEASE:12483	99413	Orphanet	https://www.orpha.net/en/disease/detail/99413	Turner syndrome due to structural X chromosome anomalies
DISEASE:12489	99646	Orphanet	https://www.orpha.net/en/disease/detail/99646	Metaphyseal chondromatosis with D-2-hydroxyglutaric aciduria
DISEASE:12490	99688	Orphanet	https://www.orpha.net/en/disease/detail/99688	Dermotrichic syndrome
DISEASE:12491	592574	Orphanet	https://www.orpha.net/en/disease/detail/592574	Menke-Hennekam syndrome
DISEASE:12492	592564	Orphanet	https://www.orpha.net/en/disease/detail/592564	GNAO1-related developmental delay-seizures-movement disorder spectrum
DISEASE:12493	592570	Orphanet	https://www.orpha.net/en/disease/detail/592570	TRAF7-associated heart defect-digital anomalies-facial dysmorphism-motor and speech delay syndrome
DISEASE:12494	99694	Orphanet	https://www.orpha.net/en/disease/detail/99694	Alveolar synechia-ankyloblepharon-ectodermal dysplasia syndrome
DISEASE:12495	99672	Orphanet	https://www.orpha.net/en/disease/detail/99672	Fried's tooth and nail syndrome
DISEASE:12496	99715	Orphanet	https://www.orpha.net/en/disease/detail/99715	MASS syndrome
DISEASE:12497	99718	Orphanet	https://www.orpha.net/en/disease/detail/99718	Leber plus disease
DISEASE:12498	590539	Orphanet	https://www.orpha.net/en/disease/detail/590539	Isolated melanotic schwannoma
DISEASE:12499	99722	Orphanet	https://www.orpha.net/en/disease/detail/99722	 Sporadic achalasia
DISEASE:12500	99723	Orphanet	https://www.orpha.net/en/disease/detail/99723	 Familial esophageal achalasia
DISEASE:12501	589821	Orphanet	https://www.orpha.net/en/disease/detail/589821	Congenital-onset Steinert myotonic dystrophy
DISEASE:12502	589746	Orphanet	https://www.orpha.net/en/disease/detail/589746	Inherited gynecological cancer-predisposing syndrome
DISEASE:12503	589827	Orphanet	https://www.orpha.net/en/disease/detail/589827	Juvenile-onset Steinert myotonic dystrophy
DISEASE:12504	99701	Orphanet	https://www.orpha.net/en/disease/detail/99701	Mesial temporal lobe epilepsy with hippocampal sclerosis
DISEASE:12505	589824	Orphanet	https://www.orpha.net/en/disease/detail/589824	Childhood-onset Steinert myotonic dystrophy
DISEASE:12506	589833	Orphanet	https://www.orpha.net/en/disease/detail/589833	Late-onset Steinert myotonic dystrophy
DISEASE:12507	589830	Orphanet	https://www.orpha.net/en/disease/detail/589830	Adult-onset Steinert myotonic dystrophy
DISEASE:12508	99704	Orphanet	https://www.orpha.net/en/disease/detail/99704	Early-onset obesity-hyperphagia-severe developmental delay syndrome
DISEASE:12509	589905	Orphanet	https://www.orpha.net/en/disease/detail/589905	PHIP-related behavioral problems-intellectual disability-obesity-dysmorphic features syndrome
DISEASE:12510	589856	Orphanet	https://www.orpha.net/en/disease/detail/589856	Choanal atresia-athelia-hypothyroidism-delayed puberty-short stature syndrome
DISEASE:12511	99706	Orphanet	https://www.orpha.net/en/disease/detail/99706	 Progeria-associated arthropathy
DISEASE:12512	99710	Orphanet	https://www.orpha.net/en/disease/detail/99710	Punctate acrokeratoderma freckle-like pigmentation
DISEASE:12513	99750	Orphanet	https://www.orpha.net/en/disease/detail/99750	Atypical progressive supranuclear palsy syndrome
DISEASE:12515	99748	Orphanet	https://www.orpha.net/en/disease/detail/99748	Pontiac fever
DISEASE:12516	99734	Orphanet	https://www.orpha.net/en/disease/detail/99734	Myotonia fluctuans
DISEASE:12519	99735	Orphanet	https://www.orpha.net/en/disease/detail/99735	Myotonia permanens
DISEASE:12520	99736	Orphanet	https://www.orpha.net/en/disease/detail/99736	Acetazolamide-responsive myotonia
DISEASE:12521	99742	Orphanet	https://www.orpha.net/en/disease/detail/99742	Amish lethal microcephaly
DISEASE:12522	99745	Orphanet	https://www.orpha.net/en/disease/detail/99745	Typhoid
DISEASE:12523	98820	Orphanet	https://www.orpha.net/en/disease/detail/98820	Familial focal epilepsy with variable foci
DISEASE:12525	98816	Orphanet	https://www.orpha.net/en/disease/detail/98816	Benign childhood occipital epilepsy, Gastaut type
DISEASE:12526	98815	Orphanet	https://www.orpha.net/en/disease/detail/98815	Benign childhood occipital epilepsy, Panayiotopoulos type
DISEASE:12527	98813	Orphanet	https://www.orpha.net/en/disease/detail/98813	Hypohidrotic ectodermal dysplasia with immunodeficiency
DISEASE:12529	98811	Orphanet	https://www.orpha.net/en/disease/detail/98811	Paroxysmal exertion-induced dyskinesia
DISEASE:12530	98810	Orphanet	https://www.orpha.net/en/disease/detail/98810	Paroxysmal non-kinesigenic dyskinesia
DISEASE:12531	98809	Orphanet	https://www.orpha.net/en/disease/detail/98809	Paroxysmal kinesigenic dyskinesia
DISEASE:12532	98808	Orphanet	https://www.orpha.net/en/disease/detail/98808	Autosomal dominant dopa-responsive dystonia
DISEASE:12533	98807	Orphanet	https://www.orpha.net/en/disease/detail/98807	Primary dystonia, DYT13 type
DISEASE:12543	98827	Orphanet	https://www.orpha.net/en/disease/detail/98827	Unclassified myelodysplastic syndrome
DISEASE:12546	98853	Orphanet	https://www.orpha.net/en/disease/detail/98853	Autosomal dominant Emery-Dreifuss muscular dystrophy
DISEASE:12547	98848	Orphanet	https://www.orpha.net/en/disease/detail/98848	Indolent systemic mastocytosis
DISEASE:12548	98850	Orphanet	https://www.orpha.net/en/disease/detail/98850	Aggressive systemic mastocytosis
DISEASE:12549	98849	Orphanet	https://www.orpha.net/en/disease/detail/98849	Systemic mastocytosis with associated hematologic neoplasm
DISEASE:12556	98867	Orphanet	https://www.orpha.net/en/disease/detail/98867	Pyropoikilocytosis, hereditary
DISEASE:12559	98869	Orphanet	https://www.orpha.net/en/disease/detail/98869	Anemia, congenital dyserythropoietic, type Ia
DISEASE:12560	589618	Orphanet	https://www.orpha.net/en/disease/detail/589618	Dystonia 28
DISEASE:12561	98870	Orphanet	https://www.orpha.net/en/disease/detail/98870	Congenital dyserythropoietic anemia type III
DISEASE:12563	98863	Orphanet	https://www.orpha.net/en/disease/detail/98863	X-linked Emery-Dreifuss muscular dystrophy
DISEASE:12573	98861	Orphanet	https://www.orpha.net/en/disease/detail/98861	Ciliary dyskinesia, primary, 1
DISEASE:12575	98856	Orphanet	https://www.orpha.net/en/disease/detail/98856	Charcot-Marie-Tooth disease type 2B1
DISEASE:12576	98881	Orphanet	https://www.orpha.net/en/disease/detail/98881	Familial dysfibrinogenemia
DISEASE:12577	98880	Orphanet	https://www.orpha.net/en/disease/detail/98880	Familial afibrinogenemia
DISEASE:12580	98873	Orphanet	https://www.orpha.net/en/disease/detail/98873	Anemia, dyserythropoietic congenital, type II
DISEASE:12583	98897	Orphanet	https://www.orpha.net/en/disease/detail/98897	Oculopharyngodistal myopathy
DISEASE:12584	98895	Orphanet	https://www.orpha.net/en/disease/detail/98895	Becker muscular dystrophy
DISEASE:12585	98902	Orphanet	https://www.orpha.net/en/disease/detail/98902	Amish nemaline myopathy
DISEASE:12586	98889	Orphanet	https://www.orpha.net/en/disease/detail/98889	Bilateral perisylvian polymicrogyria
DISEASE:12587	98890	Orphanet	https://www.orpha.net/en/disease/detail/98890	Early-onset X-linked optic atrophy
DISEASE:12590	98894	Orphanet	https://www.orpha.net/en/disease/detail/98894	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH MENTAL RETARDATION), TYPE B, 6
DISEASE:12591	98892	Orphanet	https://www.orpha.net/en/disease/detail/98892	Periventricular nodular heterotopia
DISEASE:12592	98912	Orphanet	https://www.orpha.net/en/disease/detail/98912	Late-onset distal myopathy, Markesbery-Griggs type
DISEASE:12593	98911	Orphanet	https://www.orpha.net/en/disease/detail/98911	Distal myotilinopathy
DISEASE:12594	98914	Orphanet	https://www.orpha.net/en/disease/detail/98914	Presynaptic congenital myasthenic syndromes
DISEASE:12595	98913	Orphanet	https://www.orpha.net/en/disease/detail/98913	Postsynaptic congenital myasthenic syndromes
DISEASE:12596	98916	Orphanet	https://www.orpha.net/en/disease/detail/98916	Acute inflammatory demyelinating polyradiculoneuropathy
DISEASE:12597	98915	Orphanet	https://www.orpha.net/en/disease/detail/98915	Synaptic congenital myasthenic syndromes
DISEASE:12599	98917	Orphanet	https://www.orpha.net/en/disease/detail/98917	Acute motor and sensory axonal neuropathy
DISEASE:12600	98904	Orphanet	https://www.orpha.net/en/disease/detail/98904	Nemaline myopathy 3
DISEASE:12601	98905	Orphanet	https://www.orpha.net/en/disease/detail/98905	Congenital multicore myopathy with external ophthalmoplegia
DISEASE:12602	98908	Orphanet	https://www.orpha.net/en/disease/detail/98908	Neutral lipid storage myopathy
DISEASE:12603	98907	Orphanet	https://www.orpha.net/en/disease/detail/98907	Neutral lipid storage disease with ichthyosis
DISEASE:12605	98909	Orphanet	https://www.orpha.net/en/disease/detail/98909	Desminopathy
DISEASE:12607	98933	Orphanet	https://www.orpha.net/en/disease/detail/98933	Multiple system atrophy, parkinsonian type
DISEASE:12608	98934	Orphanet	https://www.orpha.net/en/disease/detail/98934	Huntington disease-like 2
DISEASE:12609	98920	Orphanet	https://www.orpha.net/en/disease/detail/98920	Spinal muscular atrophy, distal, autosomal recessive, 1
DISEASE:12623	98957	Orphanet	https://www.orpha.net/en/disease/detail/98957	Gelatinous drop-like corneal dystrophy
DISEASE:12624	98956	Orphanet	https://www.orpha.net/en/disease/detail/98956	Corneal dystrophy, epithelial basement membrane
DISEASE:12627	98964	Orphanet	https://www.orpha.net/en/disease/detail/98964	Lattice corneal dystrophy type I
DISEASE:12628	98963	Orphanet	https://www.orpha.net/en/disease/detail/98963	Granular corneal dystrophy type II
DISEASE:12629	98962	Orphanet	https://www.orpha.net/en/disease/detail/98962	Granular corneal dystrophy type I
DISEASE:12630	98961	Orphanet	https://www.orpha.net/en/disease/detail/98961	Corneal dystrophy, Reis-Bucklers type
DISEASE:12631	98960	Orphanet	https://www.orpha.net/en/disease/detail/98960	Thiel-Behnke corneal dystrophy
DISEASE:12633	98971	Orphanet	https://www.orpha.net/en/disease/detail/98971	Posterior amorphous corneal dystrophy
DISEASE:12635	98973	Orphanet	https://www.orpha.net/en/disease/detail/98973	Posterior polymorphous corneal dystrophy
DISEASE:12636	98974	Orphanet	https://www.orpha.net/en/disease/detail/98974	Fuchs endothelial corneal dystrophy
DISEASE:12637	98967	Orphanet	https://www.orpha.net/en/disease/detail/98967	Corneal dystrophy, crystalline, of schnyder
DISEASE:12639	98969	Orphanet	https://www.orpha.net/en/disease/detail/98969	Macular corneal dystrophy
DISEASE:12640	98970	Orphanet	https://www.orpha.net/en/disease/detail/98970	Corneal fleck dystrophy
DISEASE:12645	98976	Orphanet	https://www.orpha.net/en/disease/detail/98976	Congenital glaucoma
DISEASE:12646	98977	Orphanet	https://www.orpha.net/en/disease/detail/98977	Juvenile glaucoma
DISEASE:12652	98984	Orphanet	https://www.orpha.net/en/disease/detail/98984	Pulverulent cataract
DISEASE:12663	99000	Orphanet	https://www.orpha.net/en/disease/detail/99000	Adult-onset foveomacular vitelliform dystrophy
DISEASE:12664	99003	Orphanet	https://www.orpha.net/en/disease/detail/99003	Multifocal pattern dystrophy simulating fundus flavimaculatus
DISEASE:12666	99013	Orphanet	https://www.orpha.net/en/disease/detail/99013	Spastic paraplegia type 7
DISEASE:12667	99014	Orphanet	https://www.orpha.net/en/disease/detail/99014	X-linked Charcot-Marie-Tooth disease type 5
DISEASE:12669	99015	Orphanet	https://www.orpha.net/en/disease/detail/99015	Spastic paraplegia type 2
DISEASE:12678	99027	Orphanet	https://www.orpha.net/en/disease/detail/99027	Adult-onset autosomal dominant leukodystrophy
DISEASE:12688	99047	Orphanet	https://www.orpha.net/en/disease/detail/99047	Double outlet right ventricle with doubly committed ventricular septal defect
DISEASE:12689	99050	Orphanet	https://www.orpha.net/en/disease/detail/99050	Abnormal origin of right or left pulmonary artery from the aorta
DISEASE:12691	99052	Orphanet	https://www.orpha.net/en/disease/detail/99052	Discrete fibromuscular subaortic stenosis
DISEASE:12693	99053	Orphanet	https://www.orpha.net/en/disease/detail/99053	Tunnel subaortic stenosis
DISEASE:12694	99056	Orphanet	https://www.orpha.net/en/disease/detail/99056	Parachute tricuspid valve
DISEASE:12744	98571	Orphanet	https://www.orpha.net/en/disease/detail/98571	Secondary ectropion
DISEASE:12754	98566	Orphanet	https://www.orpha.net/en/disease/detail/98566	Syndromic eyelid coloboma
DISEASE:12765	98673	Orphanet	https://www.orpha.net/en/disease/detail/98673	Autosomal dominant optic atrophy, classic form
DISEASE:12774	98662	Orphanet	https://www.orpha.net/en/disease/detail/98662	 Unclassified familial retinal dystrophy
DISEASE:12776	98658	Orphanet	https://www.orpha.net/en/disease/detail/98658	Color-vision disease
DISEASE:12777	98657	Orphanet	https://www.orpha.net/en/disease/detail/98657	 Genetic vitreous-retinal disease
DISEASE:12778	98655	Orphanet	https://www.orpha.net/en/disease/detail/98655	Lens shape anomaly
DISEASE:12779	98653	Orphanet	https://www.orpha.net/en/disease/detail/98653	Lens position anomaly
DISEASE:12781	98650	Orphanet	https://www.orpha.net/en/disease/detail/98650	Craniofacial anomaly with cataract
DISEASE:12787	98645	Orphanet	https://www.orpha.net/en/disease/detail/98645	 Cerebral disease with cataract
DISEASE:12788	98646	Orphanet	https://www.orpha.net/en/disease/detail/98646	Renal disease with cataract
DISEASE:12789	98639	Orphanet	https://www.orpha.net/en/disease/detail/98639	Rare lens disease
DISEASE:12790	98640	Orphanet	https://www.orpha.net/en/disease/detail/98640	Rare disorder with lens opacification
DISEASE:12791	98641	Orphanet	https://www.orpha.net/en/disease/detail/98641	Syndromic cataract
DISEASE:12792	98642	Orphanet	https://www.orpha.net/en/disease/detail/98642	Chromosomal anomaly with cataract
DISEASE:12793	98635	Orphanet	https://www.orpha.net/en/disease/detail/98635	Corneodysgenesis
DISEASE:12794	98636	Orphanet	https://www.orpha.net/en/disease/detail/98636	 Corneoiridogoniodysgenesis
