disease_id	external_id	source	url	name
DISEASE:254	98731	Orphanet	https://www.orpha.net/en/disease/detail/98731	Arteriovenous Fistula
DISEASE:255	211266	Orphanet	https://www.orpha.net/en/disease/detail/211266	Arteriovenous Malformations
DISEASE:256	D001167	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001167	Arteritis
DISEASE:257	D018771	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D018771	Arthralgia
DISEASE:258	D001168	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001168	Arthritis
DISEASE:259	D001169	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001169	Arthritis, Experimental
DISEASE:260	D015210	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D015210	Arthritis, Gouty
DISEASE:261	D001170	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001170	Arthritis, Infectious
DISEASE:262	92	Orphanet	https://www.orpha.net/en/disease/detail/92	Arthritis, Juvenile Rheumatoid
DISEASE:263	D015535	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D015535	Arthritis, Psoriatic
DISEASE:264	29207	Orphanet	https://www.orpha.net/en/disease/detail/29207	Arthritis, Reactive
DISEASE:265	D001172	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001172	Arthritis, Rheumatoid
DISEASE:266	109007	Orphanet	https://www.orpha.net/en/disease/detail/109007	Arthrogryposis
DISEASE:267	D001102	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001102	Arthropod-borne viral disease NOS
DISEASE:268	D001183	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001183	Arthus type urticaria
DISEASE:269	D001184	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001184	Articulation Disorders
DISEASE:270	D001195	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001195	Asbestosis NOS
DISEASE:271	PA166048864	PharmGKB	https://www.pharmgkb.org/disease/PA166048864	Ascariasis
DISEASE:272	PA166048834	PharmGKB	https://www.pharmgkb.org/disease/PA166048834	Ascaridida Infections
DISEASE:273	D001201	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001201	Ascites
DISEASE:274	PA166048796	PharmGKB	https://www.pharmgkb.org/disease/PA166048796	Ascorbic Acid Deficiency
DISEASE:275	93	Orphanet	https://www.orpha.net/en/disease/detail/93	Aspartylglucosaminuria
DISEASE:276	D020817	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D020817	Asperger's disorder
DISEASE:277	1163	Orphanet	https://www.orpha.net/en/disease/detail/1163	Aspergillosis
DISEASE:278	1164	Orphanet	https://www.orpha.net/en/disease/detail/1164	Aspergillosis, Allergic Bronchopulmonary
DISEASE:279	D001237	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001237	Asphyxia
DISEASE:280	PA131285571	PharmGKB	https://www.pharmgkb.org/disease/PA131285571	aspirin-induced asthma
DISEASE:281	D001247	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001247	Asthenia
DISEASE:282	D001249	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001249	Asthma
DISEASE:283	D001250	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001250	Asthma, Exercise-Induced
DISEASE:284	D001251	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001251	Astigmatism
DISEASE:285	94	Orphanet	https://www.orpha.net/en/disease/detail/94	Astrocytoma
DISEASE:286	D001259	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001259	Ataxia
DISEASE:287	100	Orphanet	https://www.orpha.net/en/disease/detail/100	Ataxia Telangiectasia
DISEASE:288	D001264	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001264	Athetosis
DISEASE:289	D014593	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D014593	Atony of uterus
DISEASE:290	D001281	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001281	Atrial Fibrillation
DISEASE:291	D001282	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001282	Atrial Flutter
DISEASE:292	D018880	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D018880	Atrial Premature Complexes
DISEASE:293	D054537	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D054537	Atrioventricular block NOS
DISEASE:294	D054537	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D054537	Atrioventricular block unspecified
DISEASE:295	D001284	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001284	Atrophy
DISEASE:296	PA166048724	PharmGKB	https://www.pharmgkb.org/disease/PA166048724	Attention Deficit and Disruptive Behavior Disorders
DISEASE:297	D001289	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001289	Attention Deficit Disorder with Hyperactivity
DISEASE:298	D011016	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D011016	Atypical interstitial pneumonia of cattle
DISEASE:299	209850	OMIM	https://www.omim.org/entry/209850	Autism Spectrum Disorder
DISEASE:300	D001321	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001321	Autistic Disorder
DISEASE:301	D001327	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001327	Autoimmune Diseases
DISEASE:302	98375	Orphanet	https://www.orpha.net/en/disease/detail/98375	Autoimmune hemolytic anemia NOS
DISEASE:303	D015551	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D015551	autoimmunity
DISEASE:304	D001329	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001329	Autolysis
DISEASE:305	D020211	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D020211	Autonomic dysreflexia
DISEASE:306	D001342	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001342	Autonomic Nervous System Diseases
DISEASE:307	248	Orphanet	https://www.orpha.net/en/disease/detail/248	Autosomal recessive hypohidrotic ectodermal dysplasia syndrome
DISEASE:308	D005585	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D005585	Avian influenza
DISEASE:309	D001353	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001353	Avian Leukosis
DISEASE:310	D008289	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D008289	Avian malaria
DISEASE:311	D055761	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D055761	Avian reticuloendotheliosis
DISEASE:312	D014379	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D014379	Avian tuberculosis
DISEASE:313	D001361	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001361	Avitaminosis
DISEASE:314	D013611	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D013611	AV nodal re-entry tachycardia
DISEASE:315	PA166048755	PharmGKB	https://www.pharmgkb.org/disease/PA166048755	Babesiosis
DISEASE:316	D016917	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D016917	Bacillary angiomatosis
DISEASE:317	D001416	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001416	Back Pain
DISEASE:318	D016470	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D016470	Bacteremia
DISEASE:319	D001424	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001424	Bacterial Infections
DISEASE:320	D001765	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001765	Bacterial overgrowth syndrome
DISEASE:321	D016585	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D016585	Bacterial vaginosis
DISEASE:322	PA166048774	PharmGKB	https://www.pharmgkb.org/disease/PA166048774	Bacteroides Infections
DISEASE:323	D001449	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001449	Balkan nephropathy
DISEASE:324	D004605	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D004605	Bancroftian elephantiasis
DISEASE:325	D020852	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D020852	Bannwarth syndrome
DISEASE:326	110	Orphanet	https://www.orpha.net/en/disease/detail/110	Bardet-Biedl Syndrome
DISEASE:327	D001471	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001471	Barrett Esophagus
DISEASE:328	PA166048793	PharmGKB	https://www.pharmgkb.org/disease/PA166048793	Bartter Syndrome
DISEASE:329	D001478	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001478	Basal Cell Nevus Syndrome
DISEASE:330	D001480	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001480	Basal Ganglia Diseases
DISEASE:331	D020145	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D020145	Basal ganglia hemorrhage
DISEASE:332	D002281	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D002281	Basosquamous carcinoma of skin
DISEASE:333	116	Orphanet	https://www.orpha.net/en/disease/detail/116	Beckwith-Wiedemann Syndrome
DISEASE:334	PA166048807	PharmGKB	https://www.pharmgkb.org/disease/PA166048807	Behcet Syndrome
DISEASE:335	D020330	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D020330	Bell's palsy
DISEASE:336	D010390	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D010390	Benign mucous membrane pemphigoid NOS
DISEASE:337	D001602	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001602	Beriberi
DISEASE:338	274	Orphanet	https://www.orpha.net/en/disease/detail/274	Bernard-Soulier Syndrome
DISEASE:339	118	Orphanet	https://www.orpha.net/en/disease/detail/118	Beta-D-mannosidosis
DISEASE:340	848	Orphanet	https://www.orpha.net/en/disease/detail/848	beta-Thalassemia
DISEASE:341	D001649	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001649	Bile duct disorder NOS
DISEASE:342	D001650	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001650	Bile Duct Neoplasms
DISEASE:343	30391	Orphanet	https://www.orpha.net/en/disease/detail/30391	Biliary Atresia
DISEASE:344	D001657	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001657	Biliary dyskinesia
DISEASE:345	D001660	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001660	Biliary tract disorders NOS
DISEASE:346	D001661	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001661	biliary tract neoplasms
DISEASE:347	D052018	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D052018	Binge eating disorder
DISEASE:348	79241	Orphanet	https://www.orpha.net/en/disease/detail/79241	Biotinidase deficiency
DISEASE:349	D028922	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D028922	Biotin-(propionyl-CoA-carboxylase) ligase deficiency
DISEASE:350	D001714	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001714	Bipolar Disorder
DISEASE:351	99908	Orphanet	https://www.orpha.net/en/disease/detail/99908	Bird-fancier's lung NOS
DISEASE:352	D001720	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001720	Birth Injuries
DISEASE:353	PA166048721	PharmGKB	https://www.pharmgkb.org/disease/PA166048721	Bites, Human
DISEASE:354	PA166278521	PharmGKB	https://www.pharmgkb.org/disease/PA166278521	bk virus infection
DISEASE:355	D001742	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001742	Black water fever
DISEASE:356	D001744	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001744	Bladder calculus NOS
DISEASE:357	D001745	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001745	Bladder disorders NOS
DISEASE:358	D001748	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001748	Bladder outlet obstruction
DISEASE:359	D001752	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001752	Blast Crisis
DISEASE:360	D016776	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D016776	Blastocystis hominis infection
DISEASE:361	D001759	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001759	Blastomycosis NOS
DISEASE:362	D001759	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001759	Blastomycotic infection NOS
DISEASE:363	D001762	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001762	Blepharitis
DISEASE:364	98578	Orphanet	https://www.orpha.net/en/disease/detail/98578	Blepharoptosis
DISEASE:365	D001764	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001764	Blepharospasm
DISEASE:366	D001766	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001766	Blindness
DISEASE:367	D019575	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D019575	Blindness, Cortical
DISEASE:368	D001768	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001768	Blister
DISEASE:369	D001778	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001778	Blood Coagulation Disorders
DISEASE:370	PA166048815	PharmGKB	https://www.pharmgkb.org/disease/PA166048815	Blood Loss, Surgical
DISEASE:371	PA166048906	PharmGKB	https://www.pharmgkb.org/disease/PA166048906	Blood Platelet Disorders
DISEASE:372	D006465	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D006465	Bloody peritoneal effusion
DISEASE:373	125	Orphanet	https://www.orpha.net/en/disease/detail/125	Bloom Syndrome
DISEASE:374	D004753	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D004753	Bluecomb disease
DISEASE:375	D018438	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D018438	Blue Toe Syndrome
DISEASE:376	D001836	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001836	Body Weight Changes
DISEASE:377	D001845	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001845	Bone Cysts
DISEASE:378	D018488	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D018488	Bone Demineralization, Pathologic
DISEASE:379	D015519	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D015519	bone density
DISEASE:380	D001847	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001847	Bone Diseases
DISEASE:381	D001848	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001848	Bone Diseases, Developmental
DISEASE:382	PA166048772	PharmGKB	https://www.pharmgkb.org/disease/PA166048772	Bone Diseases, Infectious
DISEASE:383	D001851	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001851	Bone Diseases, Metabolic
DISEASE:384	PA166048762	PharmGKB	https://www.pharmgkb.org/disease/PA166048762	Bone Marrow Diseases
DISEASE:385	D001859	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001859	Bone Neoplasms
DISEASE:386	D001862	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001862	Bone Resorption
DISEASE:387	D054850	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D054850	Bone spur NOS
DISEASE:388	D001883	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001883	Borderline Personality Disorder
DISEASE:389	D001890	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001890	Borna Disease
DISEASE:390	D004810	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D004810	Bovine ephemeral fever
DISEASE:391	D048090	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D048090	Bovine respiratory disease complex
DISEASE:392	D020968	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D020968	Brachial Plexus Neuritis
DISEASE:393	D020516	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D020516	Brachial Plexus Neuropathies
DISEASE:394	PA162168980	PharmGKB	https://www.pharmgkb.org/disease/PA162168980	brachyolmia
DISEASE:395	D001919	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001919	Bradycardia
DISEASE:396	D001922	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001922	Brain Abscess
DISEASE:397	D001924	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001924	Brain Concussion
DISEASE:398	PA166048799	PharmGKB	https://www.pharmgkb.org/disease/PA166048799	Brain Damage, Chronic
DISEASE:399	D001926	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001926	Brain Death
DISEASE:400	D001927	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001927	Brain Diseases
DISEASE:401	D001928	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001928	Brain Diseases, Metabolic
DISEASE:402	D001929	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001929	Brain Edema
DISEASE:403	D020520	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D020520	Brain Infarction
DISEASE:404	D001930	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001930	Brain Injuries
DISEASE:405	PA166048888	PharmGKB	https://www.pharmgkb.org/disease/PA166048888	Brain Injury, Chronic
DISEASE:406	D002545	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D002545	Brain Ischemia
DISEASE:407	D001932	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001932	Brain Neoplasms
DISEASE:408	D020526	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D020526	Brainstem infarction NOS
DISEASE:409	D020295	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D020295	Brain Stem Neoplasms
DISEASE:410	107	Orphanet	https://www.orpha.net/en/disease/detail/107	Branchio-Oto-Renal Syndrome
DISEASE:411	D001941	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001941	Breast Diseases
DISEASE:412	D001943	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001943	Breast Neoplasms
DISEASE:413	D018567	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D018567	Breast Neoplasms, Male
DISEASE:414	PA166159453	PharmGKB	https://www.pharmgkb.org/disease/PA166159453	breast tenderness
DISEASE:415	D001948	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001948	Brenner tumour of ovary
DISEASE:416	D001982	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001982	Bronchial Diseases
DISEASE:417	D016535	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D016535	Bronchial Hyperreactivity
DISEASE:418	D001986	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001986	Bronchial Spasm
DISEASE:419	D001987	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001987	Bronchiectasis
DISEASE:420	D001988	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001988	Bronchiolitis
DISEASE:421	D001989	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001989	Bronchiolitis fibrosa obliterans
DISEASE:422	D001991	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001991	Bronchitis
DISEASE:423	D029481	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D029481	Bronchitis, Chronic
DISEASE:424	D001996	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D001996	Bronchopneumonia
DISEASE:425	70589	Orphanet	https://www.orpha.net/en/disease/detail/70589	Bronchopulmonary dysplasia of newborn
DISEASE:426	D018437	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D018437	Brown-Séquard syndrome
DISEASE:427	1304	Orphanet	https://www.orpha.net/en/disease/detail/1304	Brucellosis
DISEASE:428	130	Orphanet	https://www.orpha.net/en/disease/detail/130	Brugada syndrome
DISEASE:429	D002012	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D002012	Bruxism
DISEASE:430	131	Orphanet	https://www.orpha.net/en/disease/detail/131	Budd-Chiari Syndrome
DISEASE:431	56965	Orphanet	https://www.orpha.net/en/disease/detail/56965	Bulbar Palsy, Progressive
DISEASE:432	D002032	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D002032	Bulimia
DISEASE:433	D002037	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D002037	Bundle-Branch Block
DISEASE:434	D002051	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D002051	Burkitt Lymphoma
DISEASE:435	D002056	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D002056	Burns
DISEASE:436	D002062	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D002062	Bursitis NOS
DISEASE:437	D002100	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D002100	Cachexia
DISEASE:438	D002102	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D002102	Cadaver
DISEASE:439	PA166048786	PharmGKB	https://www.pharmgkb.org/disease/PA166048786	Cadmium Poisoning
DISEASE:440	D019080	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D019080	Cafe-au-Lait Spots
DISEASE:441	D036982	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D036982	Calcaneal spur
DISEASE:442	D002115	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D002115	Calciphylaxis
DISEASE:443	D002137	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D002137	Calculi
DISEASE:444	D004670	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D004670	California encephalitis virus infection neuroinvasive disease
DISEASE:445	D004670	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D004670	California serogroup virus neuroinvasive disease
DISEASE:446	PA166048735	PharmGKB	https://www.pharmgkb.org/disease/PA166048735	Campylobacter Infections
DISEASE:447	1328	Orphanet	https://www.orpha.net/en/disease/detail/1328	Camurati-Engelmann Syndrome
DISEASE:448	141	Orphanet	https://www.orpha.net/en/disease/detail/141	Canavan Disease
DISEASE:449	D002181	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D002181	Candidal vulvovaginitis NOS
DISEASE:450	D002177	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D002177	Candidiasis
DISEASE:451	1334	Orphanet	https://www.orpha.net/en/disease/detail/1334	Candidiasis, Chronic Mucocutaneous
DISEASE:452	D002179	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D002179	Candidiasis, Cutaneous
DISEASE:453	D002180	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D002180	Candidiasis, Oral
DISEASE:454	188	Orphanet	https://www.orpha.net/en/disease/detail/188	Capillary leak syndrome
DISEASE:455	D018981	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D018981	Carbohydrate-Deficient Glycoprotein Syndrome
DISEASE:456	PA166048803	PharmGKB	https://www.pharmgkb.org/disease/PA166048803	Carbon Monoxide Poisoning
DISEASE:457	D002270	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D002270	Carbuncle NOS
DISEASE:458	D002275	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D002275	Carcinoid Heart Disease
DISEASE:459	D002276	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D002276	Carcinoid Tumor
DISEASE:460	D002277	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D002277	Carcinoma
DISEASE:461	D018267	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D018267	Carcinoma, Acinar Cell
DISEASE:462	D003528	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D003528	Carcinoma, Adenoid Cystic
DISEASE:463	D018196	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D018196	Carcinoma, Adenosquamous
DISEASE:464	D002280	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D002280	Carcinoma, Basal Cell
DISEASE:465	D002283	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D002283	Carcinoma, Bronchogenic
DISEASE:466	D018270	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D018270	Carcinoma, Ductal, Breast
DISEASE:467	D002286	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D002286	Carcinoma, Ehrlich Tumor
DISEASE:468	180226	Orphanet	https://www.orpha.net/en/disease/detail/180226	Carcinoma, Embryonal
DISEASE:469	88673	Orphanet	https://www.orpha.net/en/disease/detail/88673	Carcinoma, Hepatocellular
DISEASE:470	D002278	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D002278	Carcinoma in Situ
DISEASE:471	D002285	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D002285	Carcinoma, Intraductal, Noninfiltrating
DISEASE:472	D018287	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D018287	Carcinoma, Large Cell
DISEASE:473	D018827	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D018827	Carcinoma, Lewis Lung
DISEASE:474	D018275	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D018275	Carcinoma, Lobular
DISEASE:475	D018276	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D018276	Carcinoma, Medullary
DISEASE:476	D018278	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D018278	Carcinoma, Neuroendocrine
DISEASE:477	D002289	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D002289	Carcinoma, Non-Small-Cell Lung
DISEASE:478	D018273	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D018273	Carcinoma of endocrine pancreas
DISEASE:479	D021441	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D021441	Carcinoma, Pancreatic Ductal
DISEASE:480	D002291	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D002291	Carcinoma, Papillary
DISEASE:481	247203;217071	Orphanet	https://www.orpha.net/en/disease/detail/247203;217071	Carcinoma, Renal Cell
DISEASE:482	D018288	MeSH	https://meshb.nlm.nih.gov/record/ui?ui=D018288	Carcinoma, Small Cell
